genus	species	preference	plant_species	plant_genus	plant_family
Andrena	Andrena dorsata	poly	Bryonia dioica	Bryonia	Cucurbitaceae
Andrena	Andrena dorsata	poly	Bryonia dioica	Bryonia	Cucurbitaceae
Andrena	Andrena dorsata	poly	Bunias orientalis	Bunias	Brassicaceae
Andrena	Andrena dorsata	poly	Calluna vulgaris	Calluna	Ericaceae
Andrena	Andrena dorsata	poly	Cardamine pratensis	Cardamine	Brassicaceae
Andrena	Andrena dorsata	poly	Cardaria draba	Cardaria	Brassicaceae
Andrena	Andrena dorsata	poly	Coincya monensis	Coincya	Brassicaceae
Andrena	Andrena dorsata	poly	Crepis biennis	Crepis	Asteraceae
Andrena	Andrena dorsata	poly	Fragaria vesca	Fragaria	Rosaceae
Andrena	Andrena dorsata	poly	Fragaria vesca	Fragaria	Rosaceae
Andrena	Andrena dorsata	poly	Hypericum perforatum	Hypericum	Hypericaceae
Andrena	Andrena dorsata	poly	Hypericum perforatum	Hypericum	Hypericaceae
Andrena	Andrena dorsata	poly	Isatis tinctoria	Isatis	Brassicaceae
Andrena	Andrena dorsata	poly	Jasione montana	Jasione	Campanulaceae
Andrena	Andrena dorsata	poly	Lotus corniculatus	Lotus	Fabaceae
Andrena	Andrena dorsata	poly	Malus domestica	Malus	Rosaceae
Andrena	Andrena dorsata	poly	Malus domestica	Malus	Rosaceae
Andrena	Andrena dorsata	poly	Melilotus albus	Melilotus	Fabaceae
Andrena	Andrena dorsata	poly	Origanum vulgare	Origanum	Lamiaceae
Andrena	Andrena dorsata	poly	Papaver rhoeas	Papaver	Papaveraceae
Andrena	Andrena dorsata	poly	Potentilla anserina	Potentilla	Rosaceae
Andrena	Andrena dorsata	poly	Potentilla anserina	Potentilla	Rosaceae
Andrena	Andrena dorsata	poly	Potentilla argentea	Potentilla	Rosaceae
Andrena	Andrena dorsata	poly	Potentilla argentea	Potentilla	Rosaceae
Andrena	Andrena dorsata	poly	Potentilla erecta	Potentilla	Rosaceae
Andrena	Andrena dorsata	poly	Potentilla neumanniana	Potentilla	Rosaceae
Andrena	Andrena dorsata	poly	Pyrus communis	Pyrus	Rosaceae
Andrena	Andrena dorsata	poly	Pyrus communis	Pyrus	Rosaceae
Andrena	Andrena dorsata	poly	Rubus idaeus	Rubus	Rosaceae
Andrena	Andrena dorsata	poly	Rubus idaeus	Rubus	Rosaceae
Andrena	Andrena dorsata	poly	Salix alba	Salix	Salicaceae
Andrena	Andrena dorsata	poly	Salix aurita	Salix	Salicaceae
Andrena	Andrena dorsata	poly	Salix caprea	Salix	Salicaceae
Andrena	Andrena dorsata	poly	Salix cinerea	Salix	Salicaceae
Andrena	Andrena dorsata	poly	Salix purpurea	Salix	Salicaceae
Andrena	Andrena dorsata	poly	Senecio jacobaea	Senecio	Asteraceae
Andrena	Andrena dorsata	poly	Senecio jacobaea	Senecio	Asteraceae
Andrena	Andrena dorsata	poly	Sinapis alba	Sinapis	Brassicaceae
Andrena	Andrena dorsata	poly	Sinapis arvensis	Sinapis	Brassicaceae
Andrena	Andrena dorsata	poly	Sisymbrium officinale	Sisymbrium	Brassicaceae
Andrena	Andrena dorsata	poly	Sisymbrium orientale	Sisymbrium	Brassicaceae
Andrena	Andrena dorsata	poly	Spiraea salicifolia	Spiraea	Rosaceae
Andrena	Andrena dorsata	poly	Spiraea salicifolia	Spiraea	Rosaceae
Andrena	Andrena dorsata	poly	Taraxacum officinale	Taraxacum	Asteraceae
Andrena	Andrena dorsata	poly	Taraxacum officinale	Taraxacum	Asteraceae
Andrena	Andrena dorsata	poly	Tilia spec.	Tilia	Tiliaceae
Andrena	Andrena enslinella	poly	Brassica rapa	Brassica	Brassicaceae
Andrena	Andrena enslinella	poly	Cardaria draba	Cardaria	Brassicaceae
Andrena	Andrena enslinella	poly	Erysimum spec.	Erysimum	Brassicaceae
Andrena	Andrena enslinella	poly	Orlaya grandiflora	Orlaya	Apiaceae
Andrena	Andrena falsifica	poly	Potentilla neumanniana	Potentilla	Rosaceae
Andrena	Andrena falsifica	poly	Quercus robur	Quercus	Fagaceae
Andrena	Andrena falsifica	poly	Veronica chamaedrys	Veronica	Plantaginaceae
Andrena	Andrena ferox	poly	Acer campestre	Acer	Sapindaceae
Andrena	Andrena ferox	poly	Crataegus laevigata	Crataegus	Rosaceae
Andrena	Andrena ferox	poly	Quercus robur	Quercus	Fagaceae
Andrena	Andrena flavipes	poly	Acer campestre	Acer	Sapindaceae
Andrena	Andrena flavipes	poly	Acer pseudoplatanus	Acer	Sapindaceae
Andrena	Andrena flavipes	poly	Achillea millefolium	Achillea	Asteraceae
Andrena	Andrena flavipes	poly	Alliaria petiolata	Alliaria	Brassicaceae
Andrena	Andrena flavipes	poly	Alyssum montanum	Alyssum	Brassicaceae
Andrena	Andrena flavipes	poly	Alyssum saxatile	Alyssum	Brassicaceae
Andrena	Andrena flavipes	poly	Anthemis arvensis	Anthemis	Asteraceae
Andrena	Andrena flavipes	poly	Anthemis arvensis	Anthemis	Asteraceae
Andrena	Andrena flavipes	poly	Anthriscus sylvestris	Anthriscus	Apiaceae
Andrena	Andrena flavipes	poly	Aubrieta deltoidea	Aubrieta	Brassicaceae
Andrena	Andrena flavipes	poly	Aubrieta deltoidea	Aubrieta	Brassicaceae
Andrena	Andrena flavipes	poly	Barbarea vulgaris	Barbarea	Brassicaceae
Andrena	Andrena flavipes	poly	Berteroa incana	Berteroa	Brassicaceae
Andrena	Andrena flavipes	poly	Brassica napus	Brassica	Brassicaceae
Andrena	Andrena flavipes	poly	Brassica oleracea	Brassica	Brassicaceae
Andrena	Andrena flavipes	poly	Bryonia dioica	Bryonia	Cucurbitaceae
Andrena	Andrena flavipes	poly	Bryonia dioica	Bryonia	Cucurbitaceae
Andrena	Andrena flavipes	poly	Campanula rotundifolia	Campanula	Campanulaceae
Andrena	Andrena flavipes	poly	Centaurea jacea	Centaurea	Asteraceae
Andrena	Andrena flavipes	poly	Centaurea jacea	Centaurea	Asteraceae
Andrena	Andrena flavipes	poly	Centaurea stoebe	Centaurea	Asteraceae
Andrena	Andrena flavipes	poly	Cirsium vulgare	Cirsium	Asteraceae
Andrena	Andrena flavipes	poly	Convolvulus arvensis	Convolvulus	Convolvulaceae
Andrena	Andrena flavipes	poly	Crataegus laevigata	Crataegus	Rosaceae
Andrena	Andrena flavipes	poly	Crepis capillaris	Crepis	Asteraceae
Andrena	Andrena flavipes	poly	Dorycnium germanicum	Dorycnium	Fabaceae
Andrena	Andrena flavipes	poly	Eruca sativa	Eruca	Brassicaceae
Andrena	Andrena flavipes	poly	Eryngium campestre	Eryngium	Apiaceae
Andrena	Andrena flavipes	poly	Eryngium planum	Eryngium	Apiaceae
Andrena	Andrena flavipes	poly	Gentiana verna	Gentiana	Gentianaceae
Andrena	Andrena flavipes	poly	Glechoma hederacea	Glechoma	Lamiaceae
Andrena	Andrena flavipes	poly	Helianthemum nummularium	Helianthemum	Cistaceae
Andrena	Andrena flavipes	poly	Helianthemum nummularium	Helianthemum	Cistaceae
Andrena	Andrena flavipes	poly	Heracleum sphondylium	Heracleum	Apiaceae
Andrena	Andrena flavipes	poly	Hypericum perforatum	Hypericum	Hypericaceae
Andrena	Andrena flavipes	poly	Hypericum perforatum	Hypericum	Hypericaceae
Andrena	Andrena flavipes	poly	Hypochaeris radicata	Hypochaeris	Asteraceae
Andrena	Andrena flavipes	poly	Isatis tinctoria	Isatis	Brassicaceae
Andrena	Andrena flavipes	poly	Jasione montana	Jasione	Campanulaceae
Andrena	Andrena flavipes	poly	Lamium maculatum	Lamium	Lamiaceae
Andrena	Andrena flavipes	poly	Leontodon autumnalis	Leontodon	Asteraceae
Andrena	Andrena flavipes	poly	Leontodon autumnalis	Leontodon	Asteraceae
Andrena	Andrena flavipes	poly	Leucanthemum vulgare	Leucanthemum	Asteraceae
Andrena	Andrena flavipes	poly	Leucanthemum vulgare	Leucanthemum	Asteraceae
Andrena	Andrena flavipes	poly	Lotus corniculatus	Lotus	Fabaceae
Andrena	Andrena flavipes	poly	Medicago sativa	Medicago	Fabaceae
Andrena	Andrena flavipes	poly	Melilotus albus	Melilotus	Fabaceae
Andrena	Andrena flavipes	poly	Ornithogalum umbellatum	Ornithogalum	Hyacinthaceae
Andrena	Andrena flavipes	poly	Papaver rhoeas	Papaver	Papaveraceae
Andrena	Andrena flavipes	poly	Potentilla neumanniana	Potentilla	Rosaceae
Andrena	Andrena flavipes	poly	Potentilla reptans	Potentilla	Rosaceae
Andrena	Andrena flavipes	poly	Potentilla reptans	Potentilla	Rosaceae
Andrena	Andrena flavipes	poly	Prunus avium	Prunus	Rosaceae
Andrena	Andrena flavipes	poly	Prunus avium	Prunus	Rosaceae
Andrena	Andrena flavipes	poly	Prunus spinosa	Prunus	Rosaceae
Andrena	Andrena flavipes	poly	Pyrus communis	Pyrus	Rosaceae
Andrena	Andrena flavipes	poly	Pyrus communis	Pyrus	Rosaceae
Andrena	Andrena flavipes	poly	Quercus spec.	Quercus	Fagaceae
Andrena	Andrena flavipes	poly	Ranunculus bulbosus	Ranunculus	Ranunculaceae
Andrena	Andrena flavipes	poly	Ranunculus ficaria	Ranunculus	Ranunculaceae
Andrena	Andrena flavipes	poly	Ranunculus repens	Ranunculus	Ranunculaceae
Andrena	Andrena flavipes	poly	Rapistrum perenne	Rapistrum	Brassicaceae
Andrena	Andrena flavipes	poly	Reseda lutea	Reseda	Resedaceae
Andrena	Andrena flavipes	poly	Rubus fruticosus agg.	Rubus	Rosaceae
Andrena	Andrena flavipes	poly	Salix caprea	Salix	Salicaceae
Andrena	Andrena flavipes	poly	Senecio jacobaea	Senecio	Asteraceae
Andrena	Andrena flavipes	poly	Senecio jacobaea	Senecio	Asteraceae
Andrena	Andrena flavipes	poly	Senecio vulgaris	Senecio	Asteraceae
Andrena	Andrena flavipes	poly	Senecio vulgaris	Senecio	Asteraceae
Andrena	Andrena flavipes	poly	Sinapis alba	Sinapis	Brassicaceae
Andrena	Andrena flavipes	poly	Sinapis arvensis	Sinapis	Brassicaceae
Andrena	Andrena flavipes	poly	Sisymbrium officinale	Sisymbrium	Brassicaceae
Andrena	Andrena flavipes	poly	Sonchus arvensis	Sonchus	Asteraceae
Andrena	Andrena flavipes	poly	Sonchus arvensis	Sonchus	Asteraceae
Andrena	Andrena flavipes	poly	Stellaria holostea	Stellaria	Caryophyllaceae
Andrena	Andrena flavipes	poly	Tanacetum vulgare	Tanacetum	Asteraceae
Andrena	Andrena flavipes	poly	Taraxacum officinale	Taraxacum	Asteraceae
Andrena	Andrena flavipes	poly	Taraxacum officinale	Taraxacum	Asteraceae
Andrena	Andrena flavipes	poly	Trifolium pratense	Trifolium	Fabaceae
Andrena	Andrena flavipes	poly	Tussilago farfara	Tussilago	Asteraceae
Andrena	Andrena flavipes	poly	Veronica chamaedrys	Veronica	Plantaginaceae
Andrena	Andrena florea	oligo_str	Bryonia alba	Bryonia	Cucurbitaceae
Andrena	Andrena florea	oligo_str	Bryonia dioica	Bryonia	Cucurbitaceae
Andrena	Andrena florea	oligo_str	Bryonia dioica	Bryonia	Cucurbitaceae
Andrena	Andrena floricola	poly	Berteroa incana	Berteroa	Brassicaceae
Andrena	Andrena floricola	poly	Brassica napus	Brassica	Brassicaceae
Andrena	Andrena floricola	poly	Brassica rapa	Brassica	Brassicaceae
Andrena	Andrena floricola	poly	Capsella bursa-pastoris	Capsella	Brassicaceae
Andrena	Andrena floricola	poly	Cardaria draba	Cardaria	Brassicaceae
Andrena	Andrena floricola	poly	Raphanus raphanistrum	Raphanus	Brassicaceae
Andrena	Andrena floricola	poly	Sinapis arvensis	Sinapis	Brassicaceae
Andrena	Andrena florivaga	poly	Capsella bursa-pastoris	Capsella	Brassicaceae
Andrena	Andrena florivaga	poly	Cardamine pratensis	Cardamine	Brassicaceae
Andrena	Andrena florivaga	poly	Ranunculus acris	Ranunculus	Ranunculaceae
Andrena	Andrena florivaga	poly	Taraxacum officinale	Taraxacum	Asteraceae
Andrena	Andrena florivaga	poly	Taraxacum officinale	Taraxacum	Asteraceae
Andrena	Andrena fucata	poly	Barbarea vulgaris	Barbarea	Brassicaceae
Andrena	Andrena fucata	poly	Brassica napus	Brassica	Brassicaceae
Andrena	Andrena fucata	poly	Chaerophyllum temulum	Chaerophyllum	Apiaceae
Andrena	Andrena fucata	poly	Cotoneaster dammeri	Cotoneaster	Rosaceae
Andrena	Andrena fucata	poly	Helianthemum nummularium	Helianthemum	Cistaceae
Andrena	Andrena fucata	poly	Helianthemum nummularium	Helianthemum	Cistaceae
Andrena	Andrena fucata	poly	Heracleum sphondylium	Heracleum	Apiaceae
Andrena	Andrena fucata	poly	Potentilla spec.	Potentilla	Rosaceae
Andrena	Andrena fucata	poly	Ranunculus acris	Ranunculus	Ranunculaceae
Andrena	Andrena fucata	poly	Rorippa sylvestris	Rorippa	Brassicaceae
Andrena	Andrena fucata	poly	Rosa canina	Rosa	Rosaceae
Andrena	Andrena fucata	poly	Rosa canina	Rosa	Rosaceae
Andrena	Andrena fucata	poly	Rubus fruticosus agg.	Rubus	Rosaceae
Andrena	Andrena fucata	poly	Rubus idaeus	Rubus	Rosaceae
Andrena	Andrena fucata	poly	Rubus idaeus	Rubus	Rosaceae
Andrena	Andrena fucata	poly	Sinapis alba	Sinapis	Brassicaceae
Andrena	Andrena fucata	poly	Sinapis arvensis	Sinapis	Brassicaceae
Andrena	Andrena fucata	poly	Spiraea salicifolia	Spiraea	Rosaceae
Andrena	Andrena fucata	poly	Spiraea salicifolia	Spiraea	Rosaceae
Andrena	Andrena fucata	poly	Veronica chamaedrys	Veronica	Plantaginaceae
Andrena	Andrena fulva	poly	Acer campestre	Acer	Sapindaceae
Andrena	Andrena fulva	poly	Acer pseudoplatanus	Acer	Sapindaceae
Andrena	Andrena fulva	poly	Amelanchier canadensis	Amelanchier	Rosaceae
Andrena	Andrena fulva	poly	Amelanchier canadensis	Amelanchier	---
Andrena	Andrena fulva	poly	Berberis vulgaris	Berberis	Berberidaceae
Andrena	Andrena fulva	poly	Brassica napus	Brassica	Brassicaceae
Andrena	Andrena fulva	poly	Brassica rapa	Brassica	Brassicaceae
Andrena	Andrena fulva	poly	Buxus sempervirens	Buxus	Buxaceae
Andrena	Andrena fulva	poly	Cotoneaster integerrimus	Cotoneaster	Rosaceae
Andrena	Andrena fulva	poly	Cotoneaster integerrimus	Cotoneaster	Rosaceae
Andrena	Andrena fulva	poly	Crataegus laevigata	Crataegus	Rosaceae
Andrena	Andrena fulva	poly	Euonymus europaeus	Euonymus	Celastraceae
Andrena	Andrena fulva	poly	Ilex aquifolium	Ilex	Aquifoliaceae
Andrena	Andrena fulva	poly	Paeonia officinalis	Paeonia	Paeoniaceae
Andrena	Andrena fulva	poly	Prunus avium	Prunus	Rosaceae
Andrena	Andrena fulva	poly	Prunus avium	Prunus	Rosaceae
Andrena	Andrena fulva	poly	Prunus cerasifera	Prunus	Rosaceae
Andrena	Andrena fulva	poly	Prunus cerasifera	Prunus	Rosaceae
Andrena	Andrena fulva	poly	Prunus domestica	Prunus	Rosaceae
Andrena	Andrena fulva	poly	Prunus domestica	Prunus	Rosaceae
Andrena	Andrena fulva	poly	Prunus laurocerasus	Prunus	Rosaceae
Andrena	Andrena fulva	poly	Prunus spinosa	Prunus	Rosaceae
Andrena	Andrena fulva	poly	Quercus spec.	Quercus	Fagaceae
Andrena	Andrena fulva	poly	Ranunculus ficaria	Ranunculus	Ranunculaceae
Andrena	Andrena fulva	poly	Ribes alpinum	Ribes	Grossulariaceae
Andrena	Andrena fulva	poly	Ribes rubrum	Ribes	Grossulariaceae
Andrena	Andrena fulva	poly	Ribes uva-crispa	Ribes	Grossulariaceae
Andrena	Andrena fulva	poly	Salix caprea	Salix	Salicaceae
Andrena	Andrena fulva	poly	Sinapis arvensis	Sinapis	Brassicaceae
Andrena	Andrena fulva	poly	Vaccinium myrtillus	Vaccinium	Ericaceae
Andrena	Andrena fulva	poly	Veronica persica	Veronica	Plantaginaceae
Andrena	Andrena fulva	poly	Viburnum lantana	Viburnum	Adoxaceae
Andrena	Andrena fulvago	oligo	Taraxacum officinale	Taraxacum	Asteraceae
Andrena	Andrena fulvago	oligo	Taraxacum officinale	Taraxacum	Asteraceae
Andrena	Andrena fulvago	oligo	Centaurea jacea	Centaurea	Asteraceae
Andrena	Andrena fulvago	oligo	Centaurea jacea	Centaurea	Asteraceae
Andrena	Andrena fulvago	oligo	Crepis biennis	Crepis	Asteraceae
Andrena	Andrena fulvago	oligo	Crepis capillaris	Crepis	Asteraceae
Andrena	Andrena fulvago	oligo	Hieracium pilosella	Hieracium	Asteraceae
Andrena	Andrena fulvago	oligo	Hieracium pilosella	Hieracium	Asteraceae
Andrena	Andrena fulvago	oligo	Hypochaeris radicata	Hypochaeris	Asteraceae
Andrena	Andrena fulvago	oligo	Lapsana communis	Lapsana	Asteraceae
Andrena	Andrena fulvago	oligo	Leontodon hispidus	Leontodon	Asteraceae
Andrena	Andrena fulvago	oligo	Leontodon hispidus	Leontodon	Asteraceae
Andrena	Andrena fulvago	oligo	Scorzonera humilis	Scorzonera	Asteraceae
Andrena	Andrena fulvago	oligo	Tragopogon pratensis	Tragopogon	Asteraceae
Andrena	Andrena fulvata	poly	Alliaria petiolata	Alliaria	Brassicaceae
Andrena	Andrena fulvata	poly	Betula pendula	Betula	Betulaceae
Andrena	Andrena fulvata	poly	Cardamine pratensis	Cardamine	Brassicaceae
Andrena	Andrena fulvata	poly	Crataegus laevigata	Crataegus	Rosaceae
Andrena	Andrena fulvata	poly	Gentiana verna	Gentiana	Gentianaceae
Andrena	Andrena fulvata	poly	Leucanthemum vulgare	Leucanthemum	Asteraceae
Andrena	Andrena fulvata	poly	Leucanthemum vulgare	Leucanthemum	Asteraceae
Andrena	Andrena fulvata	poly	Ranunculus acris	Ranunculus	Ranunculaceae
Andrena	Andrena fulvata	poly	Ranunculus bulbosus	Ranunculus	Ranunculaceae
Andrena	Andrena fulvata	poly	Stellaria holostea	Stellaria	Caryophyllaceae
Andrena	Andrena fulvata	poly	Taraxacum officinale	Taraxacum	Asteraceae
Andrena	Andrena fulvata	poly	Taraxacum officinale	Taraxacum	Asteraceae
Andrena	Andrena fulvida	poly	Acer campestre	Acer	Sapindaceae
Andrena	Andrena fulvida	poly	Brassica napus	Brassica	Brassicaceae
Andrena	Andrena fulvida	poly	Campanula patula	Campanula	Campanulaceae
Andrena	Andrena fulvida	poly	Cornus sanguinea	Cornus	Cornaceae
Andrena	Andrena fulvida	poly	Euphorbia amygdaloides	Euphorbia	Euphorbiaceae
Andrena	Andrena fulvida	poly	Geranium sylvaticum	Geranium	Geraniaceae
Andrena	Andrena fulvida	poly	Ligustrum vulgare	Ligustrum	Oleaceae
Andrena	Andrena fulvida	poly	Lilium spec.	Lilium	
Andrena	Andrena fulvida	poly	Medicago sativa	Medicago	Fabaceae
Andrena	Andrena fulvida	poly	Plantago major	Plantago	Plantaginaceae
Andrena	Andrena fulvida	poly	Ranunculus acris	Ranunculus	Ranunculaceae
Andrena	Andrena fulvida	poly	Rhamnus frangula	Rhamnus	Rhamnaceae
Andrena	Andrena fulvida	poly	Rubus idaeus	Rubus	Rosaceae
Andrena	Andrena fulvida	poly	Rubus idaeus	Rubus	Rosaceae
Andrena	Andrena fulvida	poly	Sinapis arvensis	Sinapis	Brassicaceae
Andrena	Andrena fulvida	poly	Vaccinium myrtillus	Vaccinium	Ericaceae
Andrena	Andrena fulvida	poly	Valeriana officinalis	Valeriana	Valerianaceae
Andrena	Andrena fuscipes	oligo	Calluna vulgaris	Calluna	Ericaceae
Andrena	Andrena gelriae	oligo	Onobrychis viciifolia	Onobrychis	Fabaceae
Andrena	Andrena gelriae	oligo	Trifolium pratense	Trifolium	Fabaceae
Andrena	Andrena granulosa	oligo	Helianthemum apenninum	Helianthemum	Cistaceae
Andrena	Andrena granulosa	oligo	Helianthemum canum	Helianthemum	Cistaceae
Andrena	Andrena granulosa	oligo	Helianthemum nummularium	Helianthemum	Cistaceae
Andrena	Andrena granulosa	oligo	Helianthemum nummularium	Helianthemum	Cistaceae
Andrena	Andrena gravida	poly	Achillea millefolium	Achillea	Asteraceae
Andrena	Andrena gravida	poly	Bunias orientalis	Bunias	Brassicaceae
Andrena	Andrena gravida	poly	Cardamine pratensis	Cardamine	Brassicaceae
Andrena	Andrena gravida	poly	Fragaria vesca	Fragaria	Rosaceae
Andrena	Andrena gravida	poly	Fragaria vesca	Fragaria	Rosaceae
Andrena	Andrena gravida	poly	Prunus armeniaca	Prunus	Rosaceae
Andrena	Andrena gravida	poly	Prunus armeniaca	Prunus	Rosaceae
Andrena	Andrena gravida	poly	Prunus spinosa	Prunus	Rosaceae
Andrena	Andrena gravida	poly	Salix caprea	Salix	Salicaceae
Andrena	Andrena gravida	poly	Sinapis arvensis	Sinapis	Brassicaceae
Andrena	Andrena gravida	poly	Taraxacum officinale	Taraxacum	Asteraceae
Andrena	Andrena gravida	poly	Taraxacum officinale	Taraxacum	Asteraceae
Andrena	Andrena haemorrhoa	poly	Potentilla neumanniana	Potentilla	Rosaceae
Andrena	Andrena haemorrhoa	poly	Acer campestre	Acer	Sapindaceae
Andrena	Andrena haemorrhoa	poly	Acer pseudoplatanus	Acer	Sapindaceae
Andrena	Andrena haemorrhoa	poly	Aegopodium podagraria	Aegopodium	Apiaceae
Andrena	Andrena haemorrhoa	poly	Alnus glutinosa	Alnus	Betulaceae
Andrena	Andrena haemorrhoa	poly	Alyssum montanum	Alyssum	Brassicaceae
Andrena	Andrena haemorrhoa	poly	Anthriscus sylvestris	Anthriscus	Apiaceae
Andrena	Andrena haemorrhoa	poly	Barbarea vulgaris	Barbarea	Brassicaceae
Andrena	Andrena haemorrhoa	poly	Bellis perennis	Bellis	Asteraceae
Andrena	Andrena haemorrhoa	poly	Brassica napus	Brassica	Brassicaceae
Andrena	Andrena haemorrhoa	poly	Brassica rapa	Brassica	Brassicaceae
Andrena	Andrena haemorrhoa	poly	Bunias orientalis	Bunias	Brassicaceae
Andrena	Andrena haemorrhoa	poly	Chaerophyllum temulum	Chaerophyllum	Apiaceae
Andrena	Andrena haemorrhoa	poly	Crataegus laevigata	Crataegus	Rosaceae
Andrena	Andrena haemorrhoa	poly	Heracleum sphondylium	Heracleum	Apiaceae
Andrena	Andrena haemorrhoa	poly	Hesperis matronalis	Hesperis	Brassicaceae
Andrena	Andrena haemorrhoa	poly	Ilex aquifolium	Ilex	Aquifoliaceae
Andrena	Andrena haemorrhoa	poly	Isatis tinctoria	Isatis	Brassicaceae
Andrena	Andrena haemorrhoa	poly	Laburnum anagryoides	Laburnum	
Andrena	Andrena haemorrhoa	poly	Malus domestica	Malus	Rosaceae
Andrena	Andrena haemorrhoa	poly	Malus domestica	Malus	Rosaceae
Andrena	Andrena haemorrhoa	poly	Potentilla anserina	Potentilla	Rosaceae
Andrena	Andrena haemorrhoa	poly	Potentilla anserina	Potentilla	Rosaceae
Andrena	Andrena haemorrhoa	poly	Prunus avium	Prunus	Rosaceae
Andrena	Andrena haemorrhoa	poly	Prunus avium	Prunus	Rosaceae
Andrena	Andrena haemorrhoa	poly	Prunus domestica	Prunus	Rosaceae
Andrena	Andrena haemorrhoa	poly	Prunus domestica	Prunus	Rosaceae
Andrena	Andrena haemorrhoa	poly	Prunus laurocerasus	Prunus	Rosaceae
Andrena	Andrena haemorrhoa	poly	Prunus persica	Prunus	Rosaceae
Andrena	Andrena haemorrhoa	poly	Prunus persica	Prunus	Rosaceae
Andrena	Andrena haemorrhoa	poly	Prunus spinosa	Prunus	Rosaceae
Andrena	Andrena haemorrhoa	poly	Pyrus communis	Pyrus	Rosaceae
Andrena	Andrena haemorrhoa	poly	Pyrus communis	Pyrus	Rosaceae
Andrena	Andrena haemorrhoa	poly	Quercus robur	Quercus	Fagaceae
Andrena	Andrena haemorrhoa	poly	Ranunculus acris	Ranunculus	Ranunculaceae
Andrena	Andrena haemorrhoa	poly	Ranunculus bulbosus	Ranunculus	Ranunculaceae
Andrena	Andrena haemorrhoa	poly	Ranunculus ficaria	Ranunculus	Ranunculaceae
Andrena	Andrena haemorrhoa	poly	Ribes rubrum	Ribes	Grossulariaceae
Andrena	Andrena haemorrhoa	poly	Ribes uva-crispa	Ribes	Grossulariaceae
Andrena	Andrena haemorrhoa	poly	Rosa canina	Rosa	Rosaceae
